phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
8027096,http://help-center227.crabdance.com/verify,http://www.phishtank.com/phish_detail.php?phish_id=8027096,2023-02-06T01:23:56+00:00,yes,2023-02-06T01:32:40+00:00,yes,Other
8112641,https://guangfasa.com,http://www.phishtank.com/phish_detail.php?phish_id=8112641,2023-04-11T04:59:08+00:00,yes,2023-04-11T05:05:38+00:00,yes,Other
8131725,https://bafybeif5p6emtkpr346qxhdotlpesauwb3hhlzc3wrsvu5ec6i2behpe74.ipfs.nftstorage.link/,http://www.phishtank.com/phish_detail.php?phish_id=8131725,2023-04-28T03:48:00+00:00,yes,2023-04-28T03:54:09+00:00,yes,Other
8026338,https://www.resohabannk-co-jp.szdva.com/resona/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8026338,2023-02-05T08:34:39+00:00,yes,2023-02-05T19:42:38+00:00,yes,Other
8129166,http://ec2-204-236-254-94.compute-1.amazonaws.com/skinny08822,http://www.phishtank.com/phish_detail.php?phish_id=8129166,2023-04-26T12:49:37+00:00,yes,2023-04-27T08:54:33+00:00,yes,Other
8109978,https://amazonco-jp.top/,http://www.phishtank.com/phish_detail.php?phish_id=8109978,2023-04-08T09:36:28+00:00,yes,2023-04-08T09:43:33+00:00,yes,Other
8052754,https://qiolipsdpd.samcart.com/products/sdolfsod,http://www.phishtank.com/phish_detail.php?phish_id=8052754,2023-02-28T04:34:36+00:00,yes,2023-02-28T04:36:56+00:00,yes,Other
7959560,https://bittrend.trade/,http://www.phishtank.com/phish_detail.php?phish_id=7959560,2022-11-28T17:56:27+00:00,yes,2022-11-28T18:04:03+00:00,yes,Other
8018236,http://birdandhowes.co/st/,http://www.phishtank.com/phish_detail.php?phish_id=8018236,2023-01-27T12:01:41+00:00,yes,2023-01-27T12:04:45+00:00,yes,Other
8116157,https://kindsweetcertifications--lordperrum12.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8116157,2023-04-13T22:31:09+00:00,yes,2023-04-13T22:36:00+00:00,yes,Other
8110806,https://steep-leaf-82a1.rkmvad.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8110806,2023-04-09T13:48:09+00:00,yes,2023-04-09T13:53:48+00:00,yes,Other
7733247,https://rebeccasokol.com/vystarcudisputetransfernow/,http://www.phishtank.com/phish_detail.php?phish_id=7733247,2022-09-06T13:52:12+00:00,yes,2022-09-06T13:53:48+00:00,yes,Other
8103683,http://serivicirinnovare.online/,http://www.phishtank.com/phish_detail.php?phish_id=8103683,2023-04-04T13:03:45+00:00,yes,2023-04-05T01:24:18+00:00,yes,Other
8081225,https://black-wildflower-1903.yppbavj.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8081225,2023-03-19T00:49:31+00:00,yes,2023-03-19T00:54:54+00:00,yes,Other
8127606,https://hmhzxz.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8127606,2023-04-24T15:27:11+00:00,yes,2023-04-24T15:36:08+00:00,yes,Other
8053829,http://njakfokyhg.buserbelser.academy/vnafvra97w/?q=3717065149&id=100,http://www.phishtank.com/phish_detail.php?phish_id=8053829,2023-02-28T16:42:00+00:00,yes,2023-02-28T17:15:45+00:00,yes,Other
8082028,https://acessoquintou23k.com/,http://www.phishtank.com/phish_detail.php?phish_id=8082028,2023-03-19T16:29:47+00:00,yes,2023-03-19T16:35:28+00:00,yes,Other
8071688,http://www.saisoaoard.co.jp.hnboqn.top/ai/sign.php,http://www.phishtank.com/phish_detail.php?phish_id=8071688,2023-03-12T04:36:36+00:00,yes,2023-03-12T04:38:14+00:00,yes,Other
8032080,http://verify-center139.strangled.net/verify,http://www.phishtank.com/phish_detail.php?phish_id=8032080,2023-02-10T01:17:34+00:00,yes,2023-02-10T01:33:06+00:00,yes,Other
8057788,http://uolmaisoperacional.dns.navy/f3C4UOLL023/login.html,http://www.phishtank.com/phish_detail.php?phish_id=8057788,2023-03-03T10:12:06+00:00,yes,2023-03-03T18:24:51+00:00,yes,Other
8092205,https://instagramserver.xuanye.ca/,http://www.phishtank.com/phish_detail.php?phish_id=8092205,2023-03-27T00:17:47+00:00,yes,2023-03-27T00:26:26+00:00,yes,Instagram
8088457,http://www.zionwetsuits.com,http://www.phishtank.com/phish_detail.php?phish_id=8088457,2023-03-23T18:41:44+00:00,yes,2023-03-23T18:54:08+00:00,yes,Other
8095777,https://jkjsbbpqex.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8095777,2023-03-29T07:05:15+00:00,yes,2023-03-29T07:16:29+00:00,yes,Other
8043555,https://liveworks.io/com/neteasehardest/900/,http://www.phishtank.com/phish_detail.php?phish_id=8043555,2023-02-21T06:09:26+00:00,yes,2023-02-21T06:22:30+00:00,yes,Other
8008261,https://bfp.lenain.top/,http://www.phishtank.com/phish_detail.php?phish_id=8008261,2023-01-17T15:15:08+00:00,yes,2023-01-17T15:22:00+00:00,yes,Other
8057187,https://skitter-aluminum-amaranthus.glitch.me/lopiu.html,http://www.phishtank.com/phish_detail.php?phish_id=8057187,2023-03-03T00:54:20+00:00,yes,2023-03-03T01:06:43+00:00,yes,Other
8006449,https://meet.stichty.top/,http://www.phishtank.com/phish_detail.php?phish_id=8006449,2023-01-15T11:58:30+00:00,yes,2023-01-15T12:02:27+00:00,yes,Other
8025095,https://infoarabe.com/wp-content/themes/twen/,http://www.phishtank.com/phish_detail.php?phish_id=8025095,2023-02-03T15:41:03+00:00,yes,2023-02-06T03:42:45+00:00,yes,Other
8122245,https://bibliotecabncr.jimdosite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8122245,2023-04-19T23:38:00+00:00,yes,2023-04-19T23:45:44+00:00,yes,Other
8066900,https://verifica.dati.79-137-206-206.cprapid.com//11/,http://www.phishtank.com/phish_detail.php?phish_id=8066900,2023-03-09T06:10:07+00:00,yes,2023-03-09T06:16:09+00:00,yes,Other
8049787,http://www.pockctaaed.co.jp.qdfjie.top/ai/registration.php,http://www.phishtank.com/phish_detail.php?phish_id=8049787,2023-02-26T03:33:59+00:00,yes,2023-02-26T03:42:11+00:00,yes,Other
8047569,http://www.kuerennkayccato-co-jp.kuercnnkayccata.yjxjma.top/ai/?authenticated=true&amp;openid%2Fgp%2Fsignin%2Fx%26i%3Da%26oauth%3Dm%26i%3Fie%3DUTF8%26ref_%3Drhf_custrec_signin480704237e67ff11dc1848873801865556c569a9,http://www.phishtank.com/phish_detail.php?phish_id=8047569,2023-02-24T03:32:43+00:00,yes,2023-02-24T12:42:06+00:00,yes,Other
8080212,https://bigsandycapital.com/,http://www.phishtank.com/phish_detail.php?phish_id=8080212,2023-03-18T00:26:36+00:00,yes,2023-03-18T01:25:25+00:00,yes,Other
8018181,https://thetransfersquad.com,http://www.phishtank.com/phish_detail.php?phish_id=8018181,2023-01-27T10:55:11+00:00,yes,2023-01-27T14:32:39+00:00,yes,Other
8024000,https://cantokids.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=8024000,2023-02-02T15:20:05+00:00,yes,2023-02-03T01:42:53+00:00,yes,Other
7432411,https://support-chase-help.blogspot.com/?m=0,http://www.phishtank.com/phish_detail.php?phish_id=7432411,2022-02-01T20:00:40+00:00,yes,2022-02-01T23:22:34+00:00,yes,Other
8131705,https://ipfs.io/ipfs/QmQr9LjVMCiSzrGihFKjcfBfuAx38frhbc41h4rWEUaiCi/,http://www.phishtank.com/phish_detail.php?phish_id=8131705,2023-04-28T03:44:51+00:00,yes,2023-04-28T03:54:09+00:00,yes,Other
8123759,https://bafybeic7dzpbqb2s6vydj6imjryzpfjib5axnmbpbwch7gpa4ayfmxj5e4.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8123759,2023-04-21T04:04:09+00:00,yes,2023-04-21T04:07:03+00:00,yes,Other
7654167,https://www.metaversewalletconnect.metabridgewallet.com/,http://www.phishtank.com/phish_detail.php?phish_id=7654167,2022-08-15T06:06:03+00:00,yes,2023-01-04T06:44:35+00:00,yes,Other
8013539,https://metafb-qglu5n5.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8013539,2023-01-22T23:32:27+00:00,yes,2023-01-22T23:42:16+00:00,yes,Other
8135388,https://inc-109054.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8135388,2023-05-01T18:46:55+00:00,yes,2023-05-01T18:54:10+00:00,yes,Other
8115453,http://jpostda.com,http://www.phishtank.com/phish_detail.php?phish_id=8115453,2023-04-13T05:58:08+00:00,yes,2023-04-13T17:25:49+00:00,yes,Other
8094971,http://43.153.192.86/v3/signin/identifier?dsh=S1141820339%3A1680040827218124&amp%3Bcontinue=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bxrealip=107.178.237.8&ifkv=AQMjQ7THR3zAeTxjHCYiOX_GrkTnIYxMVmPta6KO8H1WjiVfJhBrceDYyLbe9xJYgN31a5GxHH4s&passive=1209600&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin,http://www.phishtank.com/phish_detail.php?phish_id=8094971,2023-03-28T22:00:27+00:00,yes,2023-03-28T23:44:23+00:00,yes,Other
8027716,https://hidden-band-1428.g2rpiv1rlu.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8027716,2023-02-06T14:09:59+00:00,yes,2023-02-06T14:22:52+00:00,yes,Other
8110772,http://mnuninbet.com/,http://www.phishtank.com/phish_detail.php?phish_id=8110772,2023-04-09T13:05:24+00:00,yes,2023-04-10T12:53:31+00:00,yes,Other
8129542,https://libparis.fr/wp-content/uploads/dk/metamask/login/verify.html,http://www.phishtank.com/phish_detail.php?phish_id=8129542,2023-04-26T21:40:00+00:00,yes,2023-04-27T09:54:42+00:00,yes,Other
8025478,https://ppollkjhgg.run.place/wp-content/shared/,http://www.phishtank.com/phish_detail.php?phish_id=8025478,2023-02-03T22:37:46+00:00,yes,2023-02-03T22:42:30+00:00,yes,Other
8098977,https://bconnecting-wallet.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=8098977,2023-03-31T06:54:04+00:00,yes,2023-03-31T17:06:51+00:00,yes,Other
8127479,https://bafybeiardsa5er7hxrjr74j6khdgikhmxomx5hrwldrefftslvh72a3rai.ipfs.infura-ipfs.io/bliveautoweb.html,http://www.phishtank.com/phish_detail.php?phish_id=8127479,2023-04-24T14:52:37+00:00,yes,2023-04-24T15:07:06+00:00,yes,Other
7452719,http://axlujnflnjty.com,http://www.phishtank.com/phish_detail.php?phish_id=7452719,2022-02-25T07:34:17+00:00,yes,2022-03-06T10:11:27+00:00,yes,Other
8132190,https://bafybeibcsbhbvmcxyafwnfdhbxctmg53mt22q5i7wjtxuypf7mm6m36urq.ipfs.cf-ipfs.com/ddoonnhu.html,http://www.phishtank.com/phish_detail.php?phish_id=8132190,2023-04-28T04:39:20+00:00,yes,2023-04-28T04:43:17+00:00,yes,Other
8050513,https://xn--mynetflixkorltozs-jpbd.com/,http://www.phishtank.com/phish_detail.php?phish_id=8050513,2023-02-26T17:17:16+00:00,yes,2023-02-26T17:31:55+00:00,yes,Other
8116357,http://jpostdo.com,http://www.phishtank.com/phish_detail.php?phish_id=8116357,2023-04-14T00:19:52+00:00,yes,2023-04-14T01:36:12+00:00,yes,Other
8125949,https://ipfs.best-practice.se/ipfs/bafybeibfnuwqkcmzcqsp5q76fizxk7t3thdupp2ecmz35qujptsx7dwmg4,http://www.phishtank.com/phish_detail.php?phish_id=8125949,2023-04-23T05:46:06+00:00,yes,2023-04-23T05:55:25+00:00,yes,Other
8133142,https://giiftcilae.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8133142,2023-04-29T02:30:03+00:00,yes,2023-04-29T02:34:48+00:00,yes,Other
7991433,https://bafybeigoasiavcvjfhervswg5qu3hwakgpbotrcrinrjuauwt5phbt2gii.ipfs.w3s.link/bbr.html,http://www.phishtank.com/phish_detail.php?phish_id=7991433,2023-01-01T23:37:39+00:00,yes,2023-01-01T23:42:37+00:00,yes,Other
8091969,https://www.info-jaccsis.gpnki.xyz/Service/login_sp.jsp,http://www.phishtank.com/phish_detail.php?phish_id=8091969,2023-03-26T12:30:19+00:00,yes,2023-03-26T12:36:43+00:00,yes,Other
7415751,https://esa.www.wamodshost.com/v1/app/gbwa/Image/transformer/4573be1d04074ebfab8fbb16f21a65de,http://www.phishtank.com/phish_detail.php?phish_id=7415751,2022-01-18T21:07:18+00:00,yes,2022-01-24T00:11:24+00:00,yes,Other
8082220,http://www.iviewing.co.uk/tehkm,http://www.phishtank.com/phish_detail.php?phish_id=8082220,2023-03-20T00:23:02+00:00,yes,2023-03-20T00:35:14+00:00,yes,Other
8024589,https://metafb-z2bpmk7.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8024589,2023-02-03T01:39:17+00:00,yes,2023-02-03T01:42:52+00:00,yes,Other
8005525,https://mazetalaei.ir/otp_error.html,http://www.phishtank.com/phish_detail.php?phish_id=8005525,2023-01-13T16:10:37+00:00,yes,2023-01-13T16:22:01+00:00,yes,Other
8132110,https://bafybeigk5hgwj2sm7b7wwjlg5fwnlzvqkqopjblo6ovssdc4vxbpxednny.ipfs.nftstorage.link/earth.html,http://www.phishtank.com/phish_detail.php?phish_id=8132110,2023-04-28T04:30:08+00:00,yes,2023-04-28T04:34:50+00:00,yes,Other
8026293,http://setup-metamask.org,http://www.phishtank.com/phish_detail.php?phish_id=8026293,2023-02-05T05:32:22+00:00,yes,2023-02-05T06:22:30+00:00,yes,Other
8099772,https://www.d1rect-smtb.jp.ap1.ib.zhuoyuedaili.com/,http://www.phishtank.com/phish_detail.php?phish_id=8099772,2023-04-01T01:20:41+00:00,yes,2023-04-01T01:24:57+00:00,yes,Other
7959166,https://freshstartoffer.com.ng/offer/,http://www.phishtank.com/phish_detail.php?phish_id=7959166,2022-11-28T12:27:56+00:00,yes,2022-11-28T12:33:29+00:00,yes,Other
8124183,https://kasin4la5.publicvm.com/ap/signin,http://www.phishtank.com/phish_detail.php?phish_id=8124183,2023-04-21T11:48:58+00:00,yes,2023-04-21T12:07:36+00:00,yes,Amazon.com
8120136,https://66.151.116.128,http://www.phishtank.com/phish_detail.php?phish_id=8120136,2023-04-18T01:59:23+00:00,yes,2023-04-18T03:12:57+00:00,yes,Other
8082633,http://www.rakutan-card.xyfwczq.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8082633,2023-03-20T05:42:51+00:00,yes,2023-03-20T05:53:33+00:00,yes,Rakuten
8103407,https://renewal-ovhcloud.iuo-i.de/ESOR3lZ8nF6xN5rpMWVPQuyfei0wCbUHGcdjhBoaAz1Ls9KtX2/?67YGHUJOIK=78UYHUII23,http://www.phishtank.com/phish_detail.php?phish_id=8103407,2023-04-04T07:31:04+00:00,yes,2023-04-05T01:34:36+00:00,yes,Other
8028349,https://7fzt.short.gy/GD7Ico,http://www.phishtank.com/phish_detail.php?phish_id=8028349,2023-02-07T02:31:01+00:00,yes,2023-02-07T02:41:56+00:00,yes,Other
8092794,http://l1nq.com/XA8s3,http://www.phishtank.com/phish_detail.php?phish_id=8092794,2023-03-27T10:44:30+00:00,yes,2023-03-27T11:16:40+00:00,yes,Other
8092507,http://www.americaoexprecs.co.jp.pooqim.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8092507,2023-03-27T05:29:42+00:00,yes,2023-03-27T05:37:31+00:00,yes,American Express
8097371,https://jvckvxgpcr.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8097371,2023-03-30T05:55:12+00:00,yes,2023-03-30T06:06:35+00:00,yes,Other
8110686,http://steomcommunyti.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8110686,2023-04-09T12:02:17+00:00,yes,2023-04-09T13:35:25+00:00,yes,Other
7578936,https://forms.gle/KaDTEKzsWCEVrtz38,http://www.phishtank.com/phish_detail.php?phish_id=7578936,2022-07-05T15:05:49+00:00,yes,2022-08-24T11:33:26+00:00,yes,Internal Revenue Service
8095070,https://www.info-kotayamata.co-jp.admi.szyl168.com.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8095070,2023-03-29T00:45:47+00:00,yes,2023-03-29T00:55:15+00:00,yes,Other
8016363,https://slpostal.com/?p=wbolZ,http://www.phishtank.com/phish_detail.php?phish_id=8016363,2023-01-25T15:46:38+00:00,yes,2023-01-26T07:32:12+00:00,yes,Other
7787939,https://docs.google.com/presentation/d/e/2PACX-1vTVuAZPV80r-uOK5627Cqy0ZICWu_NLC18huXuHRTLVsh3s-VnRTOoLphDV6VFzL-1e4bBRdZsaV6DF/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=7787939,2022-09-23T23:30:55+00:00,yes,2022-10-18T20:43:14+00:00,yes,Other
8062475,http://0-lx.86777534.xyz/0e5geuyb/bQonv6/8/,http://www.phishtank.com/phish_detail.php?phish_id=8062475,2023-03-05T17:40:45+00:00,yes,2023-03-05T19:45:37+00:00,yes,Other
8005094,https://tinyurl.com/shSbs0Osx,http://www.phishtank.com/phish_detail.php?phish_id=8005094,2023-01-13T06:00:58+00:00,yes,2023-01-13T06:11:56+00:00,yes,Other
8079834,https://mentasystem.net/wp-content/themes/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8079834,2023-03-17T19:28:50+00:00,yes,2023-03-18T05:44:25+00:00,yes,Internal Revenue Service
8064779,https://protocol.mktgerenciacxca.site/loginx/login/,http://www.phishtank.com/phish_detail.php?phish_id=8064779,2023-03-07T17:19:47+00:00,yes,2023-03-07T17:24:23+00:00,yes,Other
8113902,https://sp79359.sitebeat.crazydomains.com/,http://www.phishtank.com/phish_detail.php?phish_id=8113902,2023-04-11T23:56:00+00:00,yes,2023-04-12T00:07:06+00:00,yes,Other
7482860,http://telhanorte-90.blogspot.com,http://www.phishtank.com/phish_detail.php?phish_id=7482860,2022-04-08T07:11:11+00:00,yes,2022-04-08T07:21:43+00:00,yes,Other
8125208,https://nftstorage.link/ipfs/QmV3Qkm3feUSWCX4Av2ibis6L8bVmrreWtdV4Xxex11dtD,http://www.phishtank.com/phish_detail.php?phish_id=8125208,2023-04-23T03:06:00+00:00,yes,2023-04-23T03:17:12+00:00,yes,Other
8001204,http://metaim-ask-wilatl.godaddysites.com,http://www.phishtank.com/phish_detail.php?phish_id=8001204,2023-01-09T09:48:51+00:00,yes,2023-01-09T09:52:54+00:00,yes,Other
7508285,https://docs.google.com/presentation/d/e/2PACX-1vSABT1i-2nuEQcQf0rZ1qNU2euVbuEQpxQhsUYhywlaRWHVrgFAieFGGcybH85vBXH1gc9TaeAf8uif/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=7508285,2022-05-06T07:53:34+00:00,yes,2022-10-18T21:10:18+00:00,yes,Other
8026728,http://help-center553.crabdance.com/verify,http://www.phishtank.com/phish_detail.php?phish_id=8026728,2023-02-05T21:18:28+00:00,yes,2023-02-05T21:22:57+00:00,yes,Other
8130353,https://cloudflare-ipfs.com/ipfs/bafybeiaxo2xooq2fdui36ypunm7u3mcxrh2w372pja57wzfi2iowamuoni/link.html,http://www.phishtank.com/phish_detail.php?phish_id=8130353,2023-04-27T21:36:23+00:00,yes,2023-04-27T22:25:42+00:00,yes,Other
7525974,https://spellingclamp.top/kaufland-de/,http://www.phishtank.com/phish_detail.php?phish_id=7525974,2022-05-25T17:07:40+00:00,yes,2023-01-09T03:32:36+00:00,yes,Other
8136875,http://app.aruba.2rosas.cl/area.php,http://www.phishtank.com/phish_detail.php?phish_id=8136875,2023-05-03T08:17:31+00:00,yes,2023-05-03T13:51:51+00:00,yes,Other
8005729,https://ome.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=8005729,2023-01-13T22:12:32+00:00,yes,2023-01-13T22:21:53+00:00,yes,Facebook
8075386,http://pointed-spotless-snipe.glitch.me/vaewa.HTM,http://www.phishtank.com/phish_detail.php?phish_id=8075386,2023-03-15T02:35:03+00:00,yes,2023-03-15T03:16:39+00:00,yes,Other
8085379,http://43.134.167.94/v3/signin/identifier?dsh=S151927330%3A1679418096294349&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AQMjQ7QuE0I0Y0ZQvXR-psd9DOPzofL1aZRhFrG8JHA1FO5ATztmzkxPzsdD8dD9WxED0vLkUkpB&amp%3Bpassive=1209600&amp%3Bxrealip=107.178.232.242&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AWnogHdD3BCSQfUTafHQG0S1Jix1D0UXzq28f0tKgNl9Zhq-dfvgzt7n2gZiB78iJOHIXQAAraoThg,http://www.phishtank.com/phish_detail.php?phish_id=8085379,2023-03-21T17:01:36+00:00,yes,2023-03-22T06:43:46+00:00,yes,Other
8031348,https://www.office2023-admin3.top/index.jsp.html#secmon@absa.co.za,http://www.phishtank.com/phish_detail.php?phish_id=8031348,2023-02-09T11:00:12+00:00,yes,2023-02-09T13:42:17+00:00,yes,ABSA Bank
8124225,https://bks8fm.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8124225,2023-04-21T12:03:38+00:00,yes,2023-04-21T12:07:36+00:00,yes,Other
8139021,https://desired-optweions.wikaba.com,http://www.phishtank.com/phish_detail.php?phish_id=8139021,2023-05-06T03:22:23+00:00,yes,2023-05-06T03:32:54+00:00,yes,Other
8094822,https://cacjatrujillo.site/servicios.html,http://www.phishtank.com/phish_detail.php?phish_id=8094822,2023-03-28T18:39:40+00:00,yes,2023-03-28T19:09:10+00:00,yes,Other
8064527,https://dev-itaupyatei.pantheonsite.io/,http://www.phishtank.com/phish_detail.php?phish_id=8064527,2023-03-07T15:00:54+00:00,yes,2023-03-07T15:35:31+00:00,yes,Other
8122251,http://mooniswapdecrsd.com,http://www.phishtank.com/phish_detail.php?phish_id=8122251,2023-04-20T00:24:10+00:00,yes,2023-04-20T00:26:29+00:00,yes,Other
8071550,https://ruthpowity.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8071550,2023-03-12T04:04:28+00:00,yes,2023-03-12T04:36:14+00:00,yes,Other
8026883,http://help-center416.crabdance.com/verify,http://www.phishtank.com/phish_detail.php?phish_id=8026883,2023-02-05T22:40:15+00:00,yes,2023-02-05T22:42:51+00:00,yes,Other
8000421,https://ote-5qib6gito-alami.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=8000421,2023-01-07T22:43:48+00:00,yes,2023-01-07T22:52:42+00:00,yes,Other
8038791,https://ipfs.io/ipfs/bafkreibocurpyhppcnbdgi72ri2c4ourm3laslvvjdo6xtxfa5m4jhikvu#noc@protocol.ai,http://www.phishtank.com/phish_detail.php?phish_id=8038791,2023-02-16T12:43:21+00:00,yes,2023-02-16T13:22:55+00:00,yes,Other
8127540,https://ltapyverifica.jimdosite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8127540,2023-04-24T15:01:26+00:00,yes,2023-04-24T15:17:03+00:00,yes,Other
8043923,https://brtnudeisoliso.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8043923,2023-02-21T07:12:47+00:00,yes,2023-02-21T07:22:47+00:00,yes,Other
8027350,https://etc-gsasgas.fartit.com/,http://www.phishtank.com/phish_detail.php?phish_id=8027350,2023-02-06T06:26:24+00:00,yes,2023-02-09T03:42:15+00:00,yes,Other
8087436,https://me-netflix-deutschland.com/,http://www.phishtank.com/phish_detail.php?phish_id=8087436,2023-03-23T02:57:28+00:00,yes,2023-03-23T03:05:55+00:00,yes,Other
8131816,https://infura-ipfs.io/ipfs/Qmf92frSDoUpQdWepuVbbXwHB6qakZkYhCg5cbnzxkux7D,http://www.phishtank.com/phish_detail.php?phish_id=8131816,2023-04-28T03:59:03+00:00,yes,2023-04-28T04:06:22+00:00,yes,Other
8133019,https://wild-morning-5807.wasteroadmored.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8133019,2023-04-29T02:12:23+00:00,yes,2023-04-29T02:16:27+00:00,yes,Other
8058647,https://ipfs.io/ipfs/QmbrTnUMW7m48mAiMA3uWdEK5uHxWweKVMxoa6Zcnzix8i/,http://www.phishtank.com/phish_detail.php?phish_id=8058647,2023-03-04T00:42:48+00:00,yes,2023-03-04T00:46:33+00:00,yes,Other
8066625,https://s.id/1BN6x,http://www.phishtank.com/phish_detail.php?phish_id=8066625,2023-03-08T20:36:54+00:00,yes,2023-03-08T20:44:16+00:00,yes,Other
8112982,https://docs.google.com/presentation/d/e/2PACX-1vRHeBL_dr6xZs-twOGhdx_teapOTPNGufojnn9_cJUGmu__nGeE6szfo_gq60JkChl-o7KA3e4vIVT6/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8112982,2023-04-11T10:41:26+00:00,yes,2023-04-11T10:44:56+00:00,yes,Other
8101873,https://gouv-antai-infractions.fr/,http://www.phishtank.com/phish_detail.php?phish_id=8101873,2023-04-03T08:17:19+00:00,yes,2023-04-05T01:43:30+00:00,yes,Other
8131428,https://ipfs.best-practice.se/ipfs/bafybeiboyaek3ag2kvurcl4gy4cntezlavvnoe6rkrg7oj72jtyn3zrlru/,http://www.phishtank.com/phish_detail.php?phish_id=8131428,2023-04-28T03:15:24+00:00,yes,2023-04-28T03:25:44+00:00,yes,Other
8025427,https://zionloanfirmltd.wixsite.com/my-site-1,http://www.phishtank.com/phish_detail.php?phish_id=8025427,2023-02-03T22:27:32+00:00,yes,2023-02-03T22:32:44+00:00,yes,Other
8098387,https://ogkqsgqczh.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8098387,2023-03-30T21:18:08+00:00,yes,2023-03-30T21:25:23+00:00,yes,Other
8091662,https://sydneyphysios.com.au/wp-admin/css/colors/ocean/colors/,http://www.phishtank.com/phish_detail.php?phish_id=8091662,2023-03-26T03:14:26+00:00,yes,2023-03-26T03:18:14+00:00,yes,Other
8031674,http://grupoBISA--bancaonline22.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8031674,2023-02-09T15:45:01+00:00,yes,2023-02-09T16:12:37+00:00,yes,Other
8131263,https://bafybeiet6j4bfpytwwh6frgdk5mwnn3mwbvpdwlzya7xnidzcl4tl5adsu.ipfs.cf-ipfs.com/,http://www.phishtank.com/phish_detail.php?phish_id=8131263,2023-04-28T02:55:47+00:00,yes,2023-04-28T03:06:37+00:00,yes,Other
8070610,https://xn--visualizandonline-maro-k7b.com/luiza/?userID=3&amp;uri=aWbTweCpIqv8T7r6jNlhtIg4AXTXDe9F+WQVEq6EQgY=,http://www.phishtank.com/phish_detail.php?phish_id=8070610,2023-03-11T14:24:30+00:00,yes,2023-03-11T16:07:53+00:00,yes,Other
8131944,https://ipfs.io/ipfs/bafybeicm4nha4dkh5qzoyoozydo5pcfgcmovwqzs6y5ej2cb6wv67pnmya//seoul-log.html,http://www.phishtank.com/phish_detail.php?phish_id=8131944,2023-04-28T04:13:20+00:00,yes,2023-04-28T04:16:19+00:00,yes,Other
8070337,https://check-009rt.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8070337,2023-03-11T03:58:42+00:00,yes,2023-03-11T04:07:35+00:00,yes,Other
8066633,https://linkr.bio/7login,http://www.phishtank.com/phish_detail.php?phish_id=8066633,2023-03-08T20:38:56+00:00,yes,2023-03-08T20:44:16+00:00,yes,Other
8009135,http://tinyurl.com/nabcode,http://www.phishtank.com/phish_detail.php?phish_id=8009135,2023-01-18T11:51:39+00:00,yes,2023-04-20T02:17:45+00:00,yes,Other
8064265,http://securedconnect.online,http://www.phishtank.com/phish_detail.php?phish_id=8064265,2023-03-07T09:54:41+00:00,yes,2023-03-07T10:06:32+00:00,yes,Other
